iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=1 : 0.812826
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=10 : 1.106042
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=20 : 1.058111
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=30 : 1.038224
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=40 : 1.031242
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=1 : 0.969408
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=10 : 0.994341
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=20 : 1.641611
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=30 : 1.612688
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=40 : 1.053184
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=1 : 1.038224
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=10 : 1.025259
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=20 : 0.985365
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=30 : 1.003318
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=40 : 1.081109
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=1 : 0.776922
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=10 : 1.006309
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=20 : 1.041216
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=30 : 1.031243
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=40 : 1.032241
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=1 : 0.869793
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=10 : 1.124992
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=20 : 1.033238
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=30 : 1.031243
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=40 : 1.027254
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=1 : 0.973398
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=10 : 1.014288
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=20 : 1.007307
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=30 : 1.111029
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=40 : 1.035287
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=1 : 0.801856
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=10 : 0.977387
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=20 : 1.097067
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=30 : 1.029248
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=40 : 1.060166
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=1 : 0.978384
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=10 : 1.002320
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=20 : 1.100059
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=30 : 1.090085
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=40 : 1.025258
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=1 : 0.950459
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=10 : 1.042214
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=20 : 0.998331
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=30 : 1.048197
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=40 : 1.025258
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=1 : 0.861697
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=10 : 0.974395
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=20 : 1.023264
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=30 : 1.002320
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=40 : 1.052187
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=1 : 0.924528
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=10 : 1.069142
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=20 : 1.114021
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=30 : 1.033238
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=40 : 1.039222
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=1 : 0.980379
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=10 : 1.011296
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=20 : 1.040218
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=30 : 1.048197
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=40 : 1.031242
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=1 : 0.848731
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=10 : 1.016283
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=20 : 0.993344
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=30 : 1.094075
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=40 : 1.033237
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=1 : 0.920539
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=10 : 1.040136
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=20 : 1.032240
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=30 : 1.071136
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=40 : 1.016283
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=1 : 0.982373
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=10 : 1.014288
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=20 : 1.108038
iteration:4, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=30 : 1.069142
