iteration:8, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=1 : 0.843744
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=10 : 1.067146
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=20 : 0.993344
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=30 : 2.210090
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=40 : 1.038224
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=1 : 0.927520
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=10 : 1.055178
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=20 : 1.084101
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=30 : 0.993344
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=40 : 1.036230
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=1 : 0.994341
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=10 : 1.064154
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=20 : 1.605707
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=30 : 1.621664
iteration:8, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=40 : 1.085098
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=1 : 0.844742
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=10 : 1.036229
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=20 : 1.066150
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=30 : 1.004315
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=40 : 1.033237
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=1 : 0.905579
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=10 : 0.992346
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=20 : 1.019274
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=30 : 1.082107
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=40 : 1.071136
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=1 : 0.966416
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=10 : 1.050192
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=20 : 1.057173
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=30 : 1.016284
iteration:8, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=40 : 1.052187
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=1 : 0.828866
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=10 : 1.056176
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=20 : 1.018277
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=30 : 1.032240
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=40 : 1.061163
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=1 : 0.949462
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=10 : 1.004315
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=20 : 1.030246
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=30 : 1.032240
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=40 : 1.064155
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=1 : 0.949461
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=10 : 1.007307
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=20 : 1.014288
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=30 : 1.064155
iteration:8, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=40 : 1.047200
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=1 : 0.790885
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=10 : 1.034234
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=20 : 1.016283
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=30 : 1.032240
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=40 : 1.048198
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=1 : 0.886630
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=10 : 1.033237
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=20 : 1.014288
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=30 : 1.070213
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=40 : 1.026256
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=1 : 0.983370
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=10 : 1.019275
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=20 : 1.080112
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=30 : 1.021269
iteration:8, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=40 : 1.044208
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=1 : 0.795872
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=10 : 1.022267
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=20 : 1.005312
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=30 : 1.019275
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.100000, penalty=40 : 1.042213
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=1 : 0.925526
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=10 : 0.993344
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=20 : 1.042213
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=30 : 1.075125
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.001000, penalty=40 : 1.116016
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=1 : 1.012293
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=10 : 1.026256
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=20 : 1.024262
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=30 : 1.130976
iteration:8, computational time when k=1,weight=8.000000, tolerance=0.000010, penalty=40 : 1.045205
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.100000, penalty=1 : 2.709754
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.100000, penalty=10 : 8.064437
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.100000, penalty=20 : 8.907184
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.100000, penalty=30 : 8.791493
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.100000, penalty=40 : 8.191098
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.001000, penalty=1 : 6.860565
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.001000, penalty=10 : 7.287514
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.001000, penalty=20 : 6.497626
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.001000, penalty=30 : 3.932485
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.001000, penalty=40 : 5.833403
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.000010, penalty=1 : 3.134618
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.000010, penalty=10 : 7.394229
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.000010, penalty=20 : 6.605338
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.000010, penalty=30 : 8.972010
iteration:8, computational time when k=2,weight=0.000000, tolerance=0.000010, penalty=40 : 8.093359
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.100000, penalty=1 : 4.234696
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.100000, penalty=10 : 3.029899
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.100000, penalty=20 : 3.108688
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.100000, penalty=30 : 3.132624
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.100000, penalty=40 : 3.139605
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.001000, penalty=1 : 4.503957
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.001000, penalty=10 : 5.772565
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.001000, penalty=20 : 3.044858
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.001000, penalty=30 : 2.329770
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.001000, penalty=40 : 3.126639
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.000010, penalty=1 : 4.806149
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.000010, penalty=10 : 3.066800
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.000010, penalty=20 : 3.086746
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.000010, penalty=30 : 3.107778
iteration:8, computational time when k=2,weight=2.000000, tolerance=0.000010, penalty=40 : 3.152571
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.100000, penalty=1 : 4.288533
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.100000, penalty=10 : 5.686794
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.100000, penalty=20 : 5.896235
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.100000, penalty=30 : 6.626283
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.100000, penalty=40 : 5.861328
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.001000, penalty=1 : 4.835071
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.001000, penalty=10 : 5.066453
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.001000, penalty=20 : 7.515904
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.001000, penalty=30 : 7.846021
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.001000, penalty=40 : 4.083082
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.000010, penalty=1 : 4.821109
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.000010, penalty=10 : 5.717712
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.000010, penalty=20 : 6.809792
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.000010, penalty=30 : 4.985669
iteration:8, computational time when k=2,weight=4.000000, tolerance=0.000010, penalty=40 : 4.918848
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.100000, penalty=1 : 4.292522
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.100000, penalty=10 : 5.777551
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.100000, penalty=20 : 6.871626
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.100000, penalty=30 : 5.983972
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.100000, penalty=40 : 4.161871
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.001000, penalty=1 : 4.977690
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.001000, penalty=10 : 5.068448
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.001000, penalty=20 : 5.835397
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.001000, penalty=30 : 5.054485
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.001000, penalty=40 : 5.928148
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.000010, penalty=1 : 5.042517
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.000010, penalty=10 : 6.077900
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.000010, penalty=20 : 5.917178
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.000010, penalty=30 : 5.064558
iteration:8, computational time when k=2,weight=6.000000, tolerance=0.000010, penalty=40 : 5.891201
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.100000, penalty=1 : 4.405221
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.100000, penalty=10 : 5.088395
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.100000, penalty=20 : 5.971034
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.100000, penalty=30 : 4.114997
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.100000, penalty=40 : 5.116319
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.001000, penalty=1 : 4.830085
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.001000, penalty=10 : 5.100363
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.001000, penalty=20 : 5.107344
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.001000, penalty=30 : 4.942702
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.001000, penalty=40 : 6.172496
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.000010, penalty=1 : 5.068448
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.000010, penalty=10 : 4.962730
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.000010, penalty=20 : 5.113327
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.000010, penalty=30 : 5.332741
iteration:8, computational time when k=2,weight=8.000000, tolerance=0.000010, penalty=40 : 6.082735
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.100000, penalty=1 : 9.516642
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.100000, penalty=10 : 13.902826
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.100000, penalty=20 : 8.435445
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.100000, penalty=30 : 12.189407
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.100000, penalty=40 : 13.587668
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.001000, penalty=1 : 15.004879
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.001000, penalty=10 : 13.828026
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.001000, penalty=20 : 9.639226
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.001000, penalty=30 : 10.546799
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.001000, penalty=40 : 9.574399
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.000010, penalty=1 : 15.913449
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.000010, penalty=10 : 15.128548
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.000010, penalty=20 : 12.930426
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.000010, penalty=30 : 6.007936
iteration:8, computational time when k=3,weight=0.000000, tolerance=0.000010, penalty=40 : 9.465690
