iteration = 1, testing time when k = 2, rho = 0.100000: 5.563916
k = 3, rho = 0.500000, avg_testing_time : 13.676988 
k = 3, rho = 0.700000, avg_testing_time : 13.676988 
k = 3, rho = 0.900000, avg_testing_time : 13.676988 
k = 4, rho = 0.100000, avg_testing_time : 26.057780 
k = 4, rho = 0.300000, avg_testing_time : 26.057780 
k = 4, rho = 0.500000, avg_testing_time : 26.057780 
k = 4, rho = 0.700000, avg_testing_time : 26.057780 
k = 4, rho = 0.900000, avg_testing_time : 26.057780 
k = 2, rho = 0.100000, testing_time(maxacc): 7.008251 
k = 2, rho = 0.300000, testing_time(maxacc): 7.008251 
k = 2, rho = 0.500000, testing_time(maxacc): 7.008251 
k = 2, rho = 0.700000, testing_time(maxacc): 7.008251 
k = 2, rho = 0.900000, testing_time(maxacc): 7.008251 
k = 3, rho = 0.100000, testing_time(maxacc): 13.676988 
k = 3, rho = 0.300000, testing_time(maxacc): 13.676988 
k = 3, rho = 0.500000, testing_time(maxacc): 13.676988 
k = 3, rho = 0.700000, testing_time(maxacc): 13.676988 
k = 3, rho = 0.900000, testing_time(maxacc): 13.676988 
k = 4, rho = 0.100000, testing_time(maxacc): 26.057780 
k = 4, rho = 0.300000, testing_time(maxacc): 26.057780 
k = 4, rho = 0.500000, testing_time(maxacc): 26.057780 
k = 4, rho = 0.700000, testing_time(maxacc): 26.057780 
k = 4, rho = 0.900000, testing_time(maxacc): 26.057780 
