iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=1 : 1.715413
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=10 : 1.970731
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=20 : 4.135940
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=30 : 4.144917
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.100000, penalty=40 : 4.122975
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=1 : 1.833098
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=10 : 3.053835
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=20 : 1.912885
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=30 : 3.004965
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.001000, penalty=40 : 3.076773
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=1 : 1.811157
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=10 : 2.977040
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=20 : 4.264596
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=30 : 2.992997
iteration:4, computational time when k=1,weight=0.000000, tolerance=0.000010, penalty=40 : 2.965071
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=1 : 1.656570
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=10 : 1.837088
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=20 : 1.958763
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=30 : 2.013616
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.100000, penalty=40 : 1.860026
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=1 : 1.814149
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=10 : 1.863018
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=20 : 1.869003
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=30 : 1.928842
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.001000, penalty=40 : 1.875984
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=1 : 1.836091
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=10 : 1.829109
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=20 : 1.850053
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=30 : 1.840079
iteration:4, computational time when k=1,weight=2.000000, tolerance=0.000010, penalty=40 : 1.883962
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=1 : 1.641611
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=10 : 1.870998
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=20 : 1.869999
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=30 : 1.869113
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.100000, penalty=40 : 1.878976
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=1 : 1.825120
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=10 : 2.039547
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=20 : 1.944799
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=30 : 1.891942
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.001000, penalty=40 : 1.863018
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=1 : 1.919868
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=10 : 1.861023
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=20 : 1.902912
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=30 : 1.875984
iteration:4, computational time when k=1,weight=4.000000, tolerance=0.000010, penalty=40 : 2.150251
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=1 : 1.732368
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=10 : 2.019599
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=20 : 1.920864
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=30 : 1.842074
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.100000, penalty=40 : 1.877979
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=1 : 1.883962
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=10 : 1.846064
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=20 : 1.919867
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=30 : 1.907898
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.001000, penalty=40 : 1.859030
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=1 : 1.809163
iteration:4, computational time when k=1,weight=6.000000, tolerance=0.000010, penalty=10 : 1.859029
