70.899	77.067	83.235	89.403	95.571
56.921	63.476	68.998	74.521	81.340
40.602	40.260	47.475	51.644	59.689
36.893	42.674	48.208	53.838	59.467

70.899	77.067	83.235	89.403	95.571
41.581	47.593	56.168	69.542	74.884
42.676	48.523	54.371	60.218	66.066
29.166	33.621	38.023	42.121	46.219

70.899	77.067	83.235	89.403	95.571
53.491	61.862	64.750	71.418	77.431
41.290	40.883	43.491	52.331	60.916
29.598	34.654	39.011	48.044	49.422

70.899	77.067	83.235	89.403	95.571
53.358	59.401	67.474	79.429	84.292
49.420	55.028	60.636	66.244	71.852
29.403	35.111	44.480	56.551	59.390

70.899	77.067	83.235	89.403	95.571
57.613	63.243	68.873	74.503	80.133
35.233	37.541	48.735	56.223	53.177
31.202	35.165	43.918	47.202	52.617

70.899	77.067	83.235	89.403	95.571
55.105	60.690	66.241	71.792	76.416
42.954	43.470	49.754	54.427	58.024
29.303	38.063	36.597	42.008	45.789

70.899	77.067	83.235	89.403	95.571
53.505	59.627	64.990	68.136	73.821
37.665	42.342	51.864	56.129	60.394
29.696	34.711	38.974	43.804	47.927

70.899	77.067	83.235	89.403	95.571
49.860	55.312	60.261	65.217	70.173
38.244	44.339	48.695	58.752	62.565
29.704	36.437	37.928	45.122	49.430

70.899	77.067	83.235	89.403	95.571
45.390	54.520	60.498	71.649	80.767
47.988	43.546	59.403	50.694	71.894
30.509	35.998	41.487	46.351	51.008

70.899	77.067	83.235	89.403	95.571
46.351	52.197	57.056	63.082	72.005
42.177	50.032	54.403	58.775	63.147
30.172	35.696	40.555	45.414	49.575

