71.924	76.961	81.998	87.035	92.071
56.181	60.637	65.094	69.55	74.006
42.407	46.966	51.525	56.084	60.643
41.989	45.324	48.659	51.994	55.329
				
71.924	76.961	81.998	87.035	92.071
61.232	65.656	70.08	74.504	78.928
45.13	50.076	55.021	59.966	64.912
36.442	41.246	46.051	50.856	55.661
				
71.924	76.961	81.998	87.035	92.071
55.367	60.249	65.131	70.013	74.895
49.933	54.466	59	63.534	67.145
38.714	42.464	46.213	49.962	53.711
				
71.924	76.961	81.998	87.035	92.071
58.887	63.33	67.773	72.215	76.658
42.389	46.698	51.006	55.315	59.623
36.473	41.261	46.049	50.26	54.878
				
71.924	76.961	81.998	87.035	92.071
57.627	62.479	67.332	72.184	77.036
40.397	44.904	49.412	53.919	58.426
42.411	46.943	51.475	56.007	60.539
				
71.924	76.961	81.998	87.035	92.071
59.108	63.595	68.082	72.569	77.057
42.766	47.28	51.161	55.292	59.424
38.806	42.775	46.744	50.713	54.682
				
71.924	76.961	81.998	87.035	92.071
63.73	67.513	72.042	73.487	77.479
40.633	45.433	50.233	55.034	59.834
36.176	39.869	43.859	47.85	51.84
				
71.924	76.961	81.998	87.035	92.071
53.778	58.454	63.129	67.805	72.481
45.297	49.693	54.089	56.619	60.699
32.202	36.15	40.099	44.047	47.995
				
71.924	76.961	81.998	87.035	92.071
48.566	53.588	58.61	63.633	68.655
38.439	42.92	47.401	51.883	56.364
36.341	39.976	43.611	46.672	50.142
				
71.924	76.961	81.998	87.035	92.071
55.998	60.936	65.875	70.813	75.752
36.663	40.598	44.532	48.467	52.402
36.363	40.313	44.263	48.213	52.162
