0.1	0.11	0.1	0.13	0.11
0.15	0.14	0.13	0.13	0.12
0.19	0.23	0.22	0.2	0.21
0.43	0.24	0.88	0.24	0.22
				
0.18	0.16	0.2	0.14	0.11
0.12	0.12	0.25	0.16	0.14
0.21	0.23	0.2	0.2	0.6
0.23	0.23	0.71	0.21	0.26
				
0.1	0.1	0.1	0.1	0.11
0.13	0.14	0.56	0.14	0.12
0.19	0.2	0.21	0.22	0.2
0.21	0.23	0.55	0.45	0.36
				
0.14	0.11	0.1	0.11	0.1
0.15	0.12	0.12	0.14	0.14
0.21	0.2	0.21	0.25	0.44
0.24	0.22	0.22	1.41	0.24
				
0.15	0.44	0.1	0.1	0.1
0.13	0.42	0.13	0.12	0.13
0.18	0.23	0.23	0.26	0.24
0.25	0.21	0.22	0.22	0.24
				
0.12	0.15	0.15	0.37	0.11
0.12	0.13	0.12	0.12	0.13
0.22	0.21	0.19	0.27	0.21
0.37	0.31	0.23	0.23	0.23
				
0.1	0.1	0.28	0.1	0.11
0.14	0.15	0.15	0.15	0.14
0.21	0.62	0.31	0.67	0.27
0.21	0.4	0.22	0.47	0.38
				
0.11	0.1	0.1	0.12	0.1
0.12	0.13	0.41	0.14	0.12
0.25	0.19	0.2	0.19	0.2
0.21	0.24	0.21	0.23	0.73
				
0.1	0.1	0.1	0.1	0.11
0.14	0.12	0.12	0.12	0.42
0.2	0.21	0.82	0.39	0.28
0.26	0.23	0.21	0.22	0.63
				
0.14	0.1	0.11	0.12	0.13
0.27	0.21	0.16	0.13	0.23
0.21	0.2	0.21	0.22	0.2
0.23	0.65	0.23	0.22	0.23
