69.766	72.502	75.238	77.973	80.709
48.302	51.026	53.75	56.475	59.199
37.151	39.388	41.625	43.862	46.1
29.721	31.763	33.804	35.846	37.496
				
69.766	72.502	75.238	77.973	80.709
48.302	51.026	53.75	56.475	59.199
29.708	31.898	34.087	36.277	38.467
30.674	32.221	33.769	35.316	36.864
				
69.766	72.502	75.238	77.973	80.709
48.302	51.026	53.75	56.475	59.199
39.035	41.165	43.294	45.424	47.554
30.577	32.366	34.155	35.943	37.264
				
69.766	72.502	75.238	77.973	80.709
56.575	59.138	61.702	64.266	66.829
28.814	31.405	33.995	36.586	39.177
32.005	33.539	35.21	36.881	38.552
				
69.766	72.502	75.238	77.973	80.709
56.575	59.138	61.702	64.266	66.829
39.352	41.69	44.029	46.368	48.707
28.373	30.764	33.156	35.548	37.94
				
69.766	72.502	75.238	77.973	80.709
43.947	46.297	48.647	50.997	53.347
30.425	33.006	35.587	38.168	40.75
33.882	35.658	37.435	39.212	40.989
				
69.766	72.502	75.238	77.973	80.709
61.733	64.351	66.968	68.573	70.922
30.443	32.699	34.954	37.21	39.466
30.577	32.366	34.155	35.943	37.264
				
69.766	72.502	75.238	77.973	80.709
43.947	46.297	48.647	50.997	53.347
35.126	37.447	39.769	42.091	44.412
31.42	33.295	35.169	37.043	38.918
				
69.766	72.502	75.238	77.973	80.709
48.515	51.251	53.986	56.722	59.457
42.9	44.507	46.114	47.721	49.328
31.042	32.944	34.846	36.269	37.934
				
69.766	72.502	75.238	77.973	80.709
48.302	51.026	53.75	56.475	59.199
30.359	32.944	35.529	38.115	40.7
31.139	33.108	34.724	36.45	38.176
