0.11	0.11	0.11	0.11	0.1
0.26	0.13	0.14	0.13	0.4
0.21	0.22	0.22	0.21	0.21
0.93	0.25	0.26	0.29	0.27
				
0.22	0.19	0.16	0.16	0.15
0.5	0.13	0.19	0.17	0.17
0.32	0.35	0.54	0.25	0.27
0.29	1.04	0.65	0.23	0.24
				
0.11	0.14	0.42	0.11	0.11
0.24	0.23	0.67	0.15	0.19
0.23	0.68	0.21	0.22	0.57
0.63	0.41	0.34	0.3	0.23
				
0.1	0.11	0.11	0.11	0.33
0.17	0.18	0.13	0.15	0.17
0.23	0.25	0.57	0.22	0.5
0.29	0.26	0.46	0.24	0.24
				
0.18	0.13	0.11	0.1	0.11
0.15	0.13	0.16	0.14	0.14
0.21	0.21	0.25	0.3	0.21
0.28	0.23	0.22	0.24	0.23
				
0.11	0.11	0.38	0.11	0.12
0.14	0.26	0.57	0.2	0.18
0.16	0.47	0.16	0.16	0.16
0.25	0.24	0.88	0.3	1.02
				
0.13	0.12	0.14	0.11	0.31
0.14	0.15	0.15	0.13	0.16
0.2	0.23	0.19	0.21	0.22
0.54	0.24	0.25	0.25	0.84
				
0.15	0.13	0.11	0.11	0.12
0.37	0.13	0.12	0.14	0.13
0.22	0.26	0.6	0.21	0.23
0.24	0.71	0.24	0.47	0.29
				
0.11	0.2	0.16	0.16	0.15
0.13	0.13	0.15	0.15	0.14
0.24	0.23	0.22	0.2	0.21
0.23	0.24	1.23	0.22	0.25
				
0.14	0.14	0.12	0.11	0.14
0.12	0.14	0.13	0.13	0.13
0.22	0.2	0.37	0.2	0.19
0.34	0.43	0.35	0.3	0.63
