0.11	0.11	0.12	0.11	0.11
0.12	0.13	0.12	0.13	0.36
0.2	0.91	0.19	0.19	0.19
1.02	0.26	0.27	0.25	0.42
				
0.18	0.16	0.14	0.11	0.39
0.13	0.14	0.13	0.15	0.14
0.36	0.21	0.2	0.26	0.22
0.41	1.19	0.23	0.23	0.23
				
0.11	0.12	0.11	0.1	0.11
0.14	0.14	0.14	0.16	0.13
0.55	0.37	0.79	0.22	0.23
0.47	0.96	0.38	0.25	0.22
				
0.14	0.12	0.1	0.1	0.1
0.14	0.46	0.19	0.15	0.13
0.95	0.57	0.54	0.32	0.21
0.48	0.55	0.24	0.25	0.23
				
0.1	0.1	0.1	0.31	0.1
0.13	0.15	0.19	0.43	0.13
1.7	0.28	0.48	0.19	0.21
0.21	0.22	1.49	0.24	0.24
				
0.1	0.1	0.11	0.11	0.1
0.13	0.13	0.39	0.12	0.13
0.2	0.5	0.37	0.37	0.27
0.58	0.23	0.25	0.23	0.22
				
0.37	0.12	0.12	0.1	0.17
0.23	1.06	0.15	0.13	0.12
0.64	0.74	0.44	0.32	0.35
0.6	0.23	0.24	0.59	0.3
				
0.22	0.19	0.2	0.17	0.18
0.13	0.15	0.13	0.4	0.13
1.02	0.32	0.32	0.33	0.25
0.65	0.23	0.23	0.59	0.25
				
0.12	0.12	0.12	0.12	0.19
0.2	0.17	0.12	0.38	0.13
0.19	0.2	0.19	0.19	0.24
0.25	1.18	0.46	0.23	0.61
				
0.1	0.12	0.12	0.12	0.1
0.22	0.26	0.22	0.2	0.17
0.24	0.2	0.22	0.3	0.26
0.5	0.41	0.35	0.64	0.24
