70.243	76.342	82.442	88.541	94.641
29.105	35.073	41.041	47.009	52.977
28.967	34.099	39.662	45.225	50.788
25.516	28.356	31.196	34.036	36.877
				
70.243	76.342	82.442	88.541	94.641
49.382	55.475	61.569	67.662	73.756
27.864	32.758	37.651	42.544	47.438
27.588	28.874	31.942	35.009	38.077
				
70.243	76.342	82.442	88.541	94.641
58.788	64.232	69.676	75.12	80.564
27.864	32.758	37.651	42.544	47.438
28.148	33.548	38.947	44.347	49.747
				
70.243	76.342	82.442	88.541	94.641
38.821	44.914	51.007	57.1	63.192
27.864	32.758	37.651	42.544	47.438
25.955	28.336	31.168	34	36.832
				
70.243	76.342	82.442	88.541	94.641
28.988	34.992	40.995	46.999	53.003
25.858	29.058	31.833	34.886	37.939
27.77	33.063	32.864	36.234	39.605
				
70.243	76.342	82.442	88.541	94.641
28.988	34.992	40.995	46.999	53.003
27.864	32.758	37.651	42.544	47.438
27.412	31.867	36.322	40.777	45.232
				
70.243	76.342	82.442	88.541	94.641
61.941	34.992	40.995	46.999	53.003
26.052	28.78	31.833	34.886	37.939
27.464	32.016	36.569	41.121	45.673
				
70.243	76.342	82.442	88.541	94.641
29.105	35.073	41.041	47.009	52.977
27.864	32.758	37.651	42.544	47.438
25.491	28.365	31.238	34.112	36.985
				
70.243	76.342	82.442	88.541	94.641
29.105	35.073	41.041	47.009	52.977
28.68	34.244	39.808	45.372	50.935
28.165	28.388	30.882	33.623	36.365
				
70.243	76.342	82.442	88.541	94.641
56.95	62.701	68.452	74.202	79.953
28.536	34.099	39.662	45.225	50.788
28.148	33.548	38.947	44.347	49.747
