0.1	0.1	0.1	0.1	0.1
0.14	0.12	0.13	0.12	0.12
0.72	0.19	0.19	0.2	0.2
0.26	0.29	0.32	0.78	0.6
				
0.2	0.19	0.17	0.38	0.1
0.12	0.17	0.17	0.17	0.16
0.22	0.65	0.25	0.24	0.23
0.75	0.23	0.23	0.24	0.21
				
0.1	0.09	0.09	0.1	0.46
0.11	0.17	0.18	0.21	0.13
0.23	0.24	0.2	0.62	0.22
0.22	0.21	0.46	0.4	0.56
				
0.09	0.29	0.1	0.11	0.12
0.19	0.84	0.26	0.25	0.17
0.76	0.24	0.22	0.25	0.59
0.32	0.59	0.26	0.69	0.25
				
0.12	0.12	0.13	0.11	0.13
0.13	0.13	0.14	0.14	0.35
0.19	0.21	0.59	0.21	0.2
0.34	0.67	0.21	0.21	0.22
				
0.1	0.35	0.1	0.1	0.13
0.14	0.48	0.22	0.29	0.25
0.19	0.2	0.18	0.18	0.18
0.26	0.31	1.02	1.31	0.43
				
0.15	0.13	0.14	0.16	0.1
0.12	0.13	0.12	0.46	0.12
0.22	0.24	0.23	0.2	0.43
0.56	0.21	0.22	0.21	0.39
				
0.1	0.11	0.11	0.11	0.15
0.11	0.12	0.12	0.12	0.12
0.19	0.2	0.19	0.23	0.53
0.23	0.45	0.38	0.28	0.22
				
0.1	0.1	0.11	0.38	0.1
0.13	0.13	0.14	0.14	0.16
0.98	0.31	0.19	0.24	0.18
0.29	0.21	0.26	0.41	0.21
				
0.11	0.39	0.11	0.09	0.11
0.13	0.44	0.15	0.13	0.23
0.63	0.19	0.19	0.18	0.18
0.19	0.23	0.41	0.6	0.21
