0.11	0.11	0.14	0.14	0.16
0.19	0.14	0.12	0.13	0.15
0.22	0.19	0.19	0.27	0.52
0.2	0.8	0.23	0.21	0.26
				
0.09	0.1	0.14	0.12	0.12
0.15	0.16	0.14	0.21	0.23
0.31	0.54	0.19	0.19	0.18
0.43	0.3	0.4	0.22	0.21
				
0.12	0.14	0.1	0.09	0.1
0.11	0.12	0.15	0.12	0.12
0.18	0.18	0.17	0.18	0.18
0.22	0.39	0.19	0.59	0.21
				
0.1	0.1	0.11	0.11	0.3
0.12	0.15	0.11	0.14	0.13
0.18	0.17	0.3	0.34	0.8
0.2	0.38	0.23	0.23	0.2
				
0.11	0.09	0.11	0.36	0.12
0.13	0.16	0.18	0.14	0.17
0.32	0.34	0.24	0.58	0.18
0.2	0.2	0.22	0.43	0.35
				
0.12	0.1	0.11	0.09	0.1
0.11	0.13	0.12	0.14	0.15
0.19	0.67	0.2	0.22	0.25
0.73	0.22	0.37	0.21	0.26
				
0.1	0.1	0.1	0.1	0.12
0.15	0.12	0.12	0.11	0.12
0.17	0.2	0.21	0.22	0.19
0.25	0.45	0.24	0.21	0.25
				
0.24	0.19	0.19	0.17	0.37
0.12	0.14	0.11	0.11	0.11
0.18	0.22	0.22	0.62	0.21
0.21	0.21	0.74	0.22	0.22
				
0.1	0.1	0.1	0.1	0.12
0.13	0.14	0.12	0.13	0.16
0.19	0.74	0.19	0.19	0.18
0.64	0.2	0.22	0.22	0.22
				
0.17	0.16	0.18	0.19	0.12
0.12	0.16	0.15	0.14	0.12
0.2	0.2	0.22	0.2	0.43
0.29	0.57	0.83	0.26	0.39
