iteration = 1, training time when k = 2, rho = 0.100000: 605.636362
iteration = 1, training time when k = 2, rho = 0.300000: 617.938135
iteration = 1, training time when k = 2, rho = 0.500000: 648.996815
iteration = 1, training time when k = 2, rho = 0.700000: 677.530024
iteration = 1, training time when k = 2, rho = 0.900000: 696.299528
iteration = 1, training time when k = 3, rho = 0.100000: 726.813178
iteration = 1, training time when k = 3, rho = 0.300000: 751.163476
iteration = 1, training time when k = 3, rho = 0.500000: 769.124490
iteration = 1, training time when k = 3, rho = 0.700000: 781.776279
iteration = 1, training time when k = 3, rho = 0.900000: 810.990409
iteration = 1, training time when k = 4, rho = 0.100000: 879.081528
iteration = 1, training time when k = 4, rho = 0.300000: 909.492554
iteration = 1, training time when k = 4, rho = 0.500000: 929.415013
iteration = 1, training time when k = 4, rho = 0.700000: 952.889873
iteration = 1, training time when k = 4, rho = 0.900000: 1016.318822
k = 2, rho = 0.100000, avg_training_time : 696.299528 
k = 2, rho = 0.300000, avg_training_time : 696.299528 
k = 2, rho = 0.500000, avg_training_time : 696.299528 
k = 2, rho = 0.700000, avg_training_time : 696.299528 
k = 2, rho = 0.900000, avg_training_time : 696.299528 
k = 3, rho = 0.100000, avg_training_time : 810.990409 
k = 3, rho = 0.300000, avg_training_time : 810.990409 
k = 3, rho = 0.500000, avg_training_time : 810.990409 
k = 3, rho = 0.700000, avg_training_time : 810.990409 
k = 3, rho = 0.900000, avg_training_time : 810.990409 
k = 4, rho = 0.100000, avg_training_time : 1016.318822 
k = 4, rho = 0.300000, avg_training_time : 1016.318822 
k = 4, rho = 0.500000, avg_training_time : 1016.318822 
k = 4, rho = 0.700000, avg_training_time : 1016.318822 
k = 4, rho = 0.900000, avg_training_time : 1016.318822 
k = 2, rho = 0.100000, training_time(maxacc): 696.299528 
k = 2, rho = 0.300000, training_time(maxacc): 696.299528 
k = 2, rho = 0.500000, training_time(maxacc): 696.299528 
k = 2, rho = 0.700000, training_time(maxacc): 696.299528 
k = 2, rho = 0.900000, training_time(maxacc): 696.299528 
k = 3, rho = 0.100000, training_time(maxacc): 810.990409 
k = 3, rho = 0.300000, training_time(maxacc): 810.990409 
k = 3, rho = 0.500000, training_time(maxacc): 810.990409 
k = 3, rho = 0.700000, training_time(maxacc): 810.990409 
k = 3, rho = 0.900000, training_time(maxacc): 810.990409 
k = 4, rho = 0.100000, training_time(maxacc): 1016.318822 
k = 4, rho = 0.300000, training_time(maxacc): 1016.318822 
k = 4, rho = 0.500000, training_time(maxacc): 1016.318822 
k = 4, rho = 0.700000, training_time(maxacc): 1016.318822 
k = 4, rho = 0.900000, training_time(maxacc): 1016.318822 
iteration = 1, training time when k = 2, rho = 0.100000: 604.196760
iteration = 1, training time when k = 2, rho = 0.300000: 714.994403
iteration = 1, training time when k = 2, rho = 0.500000: 632.016682
iteration = 1, training time when k = 2, rho = 0.700000: 676.528526
iteration = 1, training time when k = 2, rho = 0.900000: 692.186141
iteration = 1, training time when k = 3, rho = 0.100000: 731.515757
iteration = 1, training time when k = 3, rho = 0.300000: 754.743084
iteration = 1, training time when k = 3, rho = 0.500000: 772.148123
iteration = 1, training time when k = 3, rho = 0.700000: 805.318441
iteration = 1, training time when k = 3, rho = 0.900000: 798.423149
iteration = 1, training time when k = 4, rho = 0.100000: 888.282224
iteration = 1, training time when k = 4, rho = 0.300000: 906.240597
iteration = 1, training time when k = 4, rho = 0.500000: 940.997740
iteration = 1, training time when k = 4, rho = 0.700000: 973.004149
iteration = 1, training time when k = 4, rho = 0.900000: 1035.084212
k = 2, rho = 0.100000, avg_training_time : 692.186141 
k = 2, rho = 0.300000, avg_training_time : 692.186141 
k = 2, rho = 0.500000, avg_training_time : 692.186141 
k = 2, rho = 0.700000, avg_training_time : 692.186141 
k = 2, rho = 0.900000, avg_training_time : 692.186141 
k = 3, rho = 0.100000, avg_training_time : 798.423149 
k = 3, rho = 0.300000, avg_training_time : 798.423149 
k = 3, rho = 0.500000, avg_training_time : 798.423149 
k = 3, rho = 0.700000, avg_training_time : 798.423149 
k = 3, rho = 0.900000, avg_training_time : 798.423149 
k = 4, rho = 0.100000, avg_training_time : 1035.084212 
k = 4, rho = 0.300000, avg_training_time : 1035.084212 
k = 4, rho = 0.500000, avg_training_time : 1035.084212 
