iteration = 1, testing time when k = 2, rho = 0.100000: 5.895636
iteration = 1, testing time when k = 4, rho = 0.900000: 25.172268
k = 2, rho = 0.100000, avg_testing_time : 6.413267 
k = 2, rho = 0.300000, avg_testing_time : 6.413267 
k = 2, rho = 0.500000, avg_testing_time : 6.413267 
k = 2, rho = 0.700000, avg_testing_time : 6.413267 
k = 2, rho = 0.900000, avg_testing_time : 6.413267 
k = 3, rho = 0.100000, avg_testing_time : 11.853811 
k = 3, rho = 0.300000, avg_testing_time : 11.853811 
k = 3, rho = 0.500000, avg_testing_time : 11.853811 
k = 3, rho = 0.700000, avg_testing_time : 11.853811 
k = 3, rho = 0.900000, avg_testing_time : 11.853811 
k = 4, rho = 0.100000, avg_testing_time : 25.172268 
k = 4, rho = 0.300000, avg_testing_time : 25.172268 
k = 4, rho = 0.500000, avg_testing_time : 25.172268 
k = 4, rho = 0.700000, avg_testing_time : 25.172268 
k = 4, rho = 0.900000, avg_testing_time : 25.172268 
k = 2, rho = 0.100000, testing_time(maxacc): 6.413267 
k = 2, rho = 0.300000, testing_time(maxacc): 6.413267 
k = 2, rho = 0.500000, testing_time(maxacc): 6.413267 
k = 2, rho = 0.700000, testing_time(maxacc): 6.413267 
k = 2, rho = 0.900000, testing_time(maxacc): 6.413267 
k = 3, rho = 0.100000, testing_time(maxacc): 11.853811 
k = 3, rho = 0.300000, testing_time(maxacc): 11.853811 
k = 3, rho = 0.500000, testing_time(maxacc): 11.853811 
k = 3, rho = 0.700000, testing_time(maxacc): 11.853811 
k = 3, rho = 0.900000, testing_time(maxacc): 11.853811 
k = 4, rho = 0.100000, testing_time(maxacc): 25.172268 
k = 4, rho = 0.300000, testing_time(maxacc): 25.172268 
k = 4, rho = 0.500000, testing_time(maxacc): 25.172268 
k = 4, rho = 0.700000, testing_time(maxacc): 25.172268 
k = 4, rho = 0.900000, testing_time(maxacc): 25.172268 
